"","[","objectid","fod_id","fpa_id","source_system_type","source_system","nwcg_reporting_agency","nwcg_reporting_unit_id","nwcg_reporting_unit_name","source_reporting_unit","source_reporting_unit_name","local_fire_report_id","local_incident_id","fire_code","fire_name","ics_209_incident_number","ics_209_name","mtbs_id","mtbs_fire_name","complex_name","fire_year","discovery_date","discovery_doy","discovery_time","stat_cause_code","stat_cause_descr","cont_date","cont_doy","cont_time","fire_size","fire_size_class","latitude","longitude","owner_code","owner_descr","state","county","fips_code","fips_name","cause","date","plot_date","duration_days"
"882",NA,"1141963","1391770","CDF_1998_55_2225_1312","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"1312",NA,"STATE (WEIRICK FIRE)",NA,NA,"CA3381411748319980831","WEIRICK",NA,"1998",1998-08-31,"243",NA,1,"Lightning",NA,NA,NA,5000,"G",33.80805555,-117.49194444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",1998-08-31,2017-08-31,NA
"883",NA,"1142028","1391860","CDF_1998_55_2225_1601","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"1601",NA,"TAYLOR",NA,NA,"CA3398211702219981005","TAYLOR",NA,"1998",1998-10-05,"278",NA,2,"Equipment Use",NA,NA,NA,2160,"F",33.96888888,-117.00694444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1998-10-05,2017-10-05,NA
"884",NA,"1143053","1393100","CDF_2003_55_2227_005133","NONFED","ST-CACDF","ST/C&L","USCASLU","San Luis Obispo Unit","CASLU","San Luis Obispo Unit",NA,"005133",NA,"PARKHILL","CA-SLU-5133","PARKHILL","CA3541612046820030720","PARKHILL",NA,"2003",2003-07-20,"201",NA,2,"Equipment Use",NA,NA,NA,1200,"F",35.38888888,-120.44611111,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2003-07-20,2017-07-20,NA
"885",NA,"1144247","1394500","CDF_1994_55_2227_250","NONFED","ST-CACDF","ST/C&L","USCASLU","San Luis Obispo Unit","CASLU","San Luis Obispo Unit",NA,"250",NA,"TEMBLOR",NA,NA,"CA3540011996019940703","UNNAMED",NA,"1994",1994-07-02,"183",NA,2,"Equipment Use",NA,NA,NA,1250,"F",35.41694444,-119.97694444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1994-07-02,2017-07-02,NA
"886",NA,"1144285","1394540","CDF_1994_55_2227_10079","NONFED","ST-CACDF","ST/C&L","USCASLU","San Luis Obispo Unit","CASLU","San Luis Obispo Unit",NA,"10079",NA,"BRANCH",NA,NA,"CA3542712003119940703","UNNAMED",NA,"1994",1994-06-18,"169",NA,2,"Equipment Use",NA,NA,NA,2400,"F",35.43194444,-120.01305555,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1994-06-18,2017-06-18,NA
"887",NA,"1144286","1394540","CDF_1994_55_2227_218","NONFED","ST-CACDF","ST/C&L","USCASLU","San Luis Obispo Unit","CASLU","San Luis Obispo Unit",NA,"218",NA,"HWY41",NA,NA,"CA3559312038819940624","UNNAMED",NA,"1994",1994-06-20,"171",NA,9,"Miscellaneous",NA,NA,NA,1920,"F",35.59388888,-120.41694444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1994-06-20,2017-06-20,NA
"888",NA,"1144467","1394720","CDF_1995_55_2227_409","NONFED","ST-CACDF","ST/C&L","USCASLU","San Luis Obispo Unit","CASLU","San Luis Obispo Unit",NA,"409",NA,"BALD",NA,NA,"CA3512212033519951027","BALD",NA,"1995",1995-10-26,"299",NA,5,"Debris Burning",NA,NA,NA,2900,"F",35.14194444,-120.355,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1995-10-26,2017-10-26,NA
"889",NA,"1145116","1395400","CDF_2006_55_2228_007554","NONFED","ST-CACDF","ST/C&L","USCAVNC","Ventura County Fire Department","CAVNC","Ventura County Fire Department",NA,"007554",NA,"SHEKELL","CA-VNC-03565","SHEKELL",NA,NA,NA,"2006",2006-12-03,"337",NA,8,"Children",NA,NA,NA,30000,"G",34.32888888,-118.90111111,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2006-12-03,2017-12-03,NA
"890",NA,"1178378","1429550","FS-1487201","FED","FS-FIRESTAT","FS","USCAPNF","Plumas National Forest","0511","Plumas National Forest","027","PNF-700","FN9T","BAR","CA-PNF-0700","BAR","CA4003112117620100731","BAR",NA,"2010",2010-07-31,"212","1408",7,"Arson",2010-08-11,223,1715,1040,"F",40.0141667,-121.174444,"5","USFS","CA","063","63","Plumas","Human",2010-07-31,2017-07-31,11
"891",NA,"1179840","1431020","FS-1488943","FED","FS-FIRESTAT","FS","USCALPF","Los Padres National Forest","0507","Los Padres National Forest","026","LPF-2599","FSP1","POZO","CA-LPF-2599","Pozo","CA3532912032020100821","POZO",NA,"2010",2010-08-21,"233","1230",9,"Miscellaneous",2010-08-25,237,1800,1150,"F",35.3063889,-120.319722,"14","MISSING/NOT SPECIFIED","CA","079","79","San Luis Obispo","Human",2010-08-21,2017-08-21,4
"892",NA,"1180141","1431330","FS-1489288","FED","FS-FIRESTAT","FS","USCALPF","Los Padres National Forest","0507","Los Padres National Forest","030","MPRD29","FTV0","POST","CA-KRN-024500","POST","CA3483911890520100824","POST",NA,"2010",2010-08-24,"236","1230",9,"Miscellaneous",2010-08-28,240,NA,1312,"F",34.8477778,-118.873889,"14","MISSING/NOT SPECIFIED","CA","029","29","Kern","Human",2010-08-24,2017-08-24,4
"893",NA,"1181145","1432350","FS-1490476","FED","FS-FIRESTAT","FS","USCASQF","Sequoia National Forest","0513","Sequoia National Forest","030","021","FM8F","BULL","CA-SQF-2701","Bull","CA3581211845020100726","BULL",NA,"2010",2010-07-26,"207","1356",9,"Miscellaneous",2010-08-31,243,1800,16442,"G",35.7852778,-118.474722,"5","USFS","CA","029","29","Kern","Human",2010-07-26,2017-07-26,36
"894",NA,"1181885","1433120","FS-1491340","FED","FS-FIRESTAT","FS","USNVHTF","Humboldt-Toiyabe National Forest","0417","Humboldt-Toiyabe National Forest","060","HTF-725","FP0S","WOLF","NV-HTF-0725","WOLF CREEK","CA3856111972120100725","WOLF CREEK",NA,"2010",2010-07-25,"206","1200",1,"Lightning",2010-08-13,225,2000,1142,"F",38.5513889,-119.7125,"5","USFS","CA","003","3","Alpine","Natural",2010-07-25,2017-07-25,19
"895",NA,"1182017","1433250","FS-1491505","FED","FS-FIRESTAT","FS","USCASQF","Sequoia National Forest","0513","Sequoia National Forest","041","027","FU4L","CANYON","CA-SQF-003564","CANYON","CA3555411854220100912","CANYON",NA,"2010",2010-09-12,"255","1402",9,"Miscellaneous",2010-09-24,267,1800,9820,"G",35.5563889,-118.601944,"5","USFS","CA","029","29","Kern","Human",2010-09-12,2017-09-12,12
"896",NA,"1182183","1433420","FS-1491702","FED","FS-FIRESTAT","FS","USCATNF","Tahoe National Forest","0517","Tahoe National Forest","037","YR-16","FTP0","BULLARD","CA-TNF-001579","BULLARD","CA3939212114620100827","BULLARD",NA,"2010",2010-08-27,"239","1611",13,"Missing/Undefined",2010-09-15,258,1030,1307,"F",39.3769444,-121.140833,"5","USFS","CA","115","115","Yuba","Unknown",2010-08-27,2017-08-27,19
"897",NA,"1215922","1473190","W-604608","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"FLR2","SAND 2","CA-CDD-11051","SAND 2","CA3578311796620100716","SAND 2",NA,"2010",2010-07-16,"197","1523",1,"Lightning",2010-07-20,201,1800,1255,"F",35.7767,-117.972788,"1","BLM","CA","Kern","29","Kern","Natural",2010-07-16,2017-07-16,4
"898",NA,"1215925","1473190","W-604613","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"FL2L","INDIAN","CA-CDD-11175","INDIAN","CA3570811796820100718","INDIAN",NA,"2010",2010-07-18,"199","1200",1,"Lightning",2010-07-25,206,1800,1822,"F",35.69616,-117.96529,"1","BLM","CA","Kern","29","Kern","Natural",2010-07-18,2017-07-18,7
"899",NA,"1215929","1473200","W-605544","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"FN6C","CROWN","CA-LAC-10169202","CROWN","CA3457611822820100729","CROWN",NA,"2010",2010-07-29,"210","1432",2,"Equipment Use",2010-08-03,215,2200,13918,"G",34.5453,-118.2814,"1","BLM","CA","Los Angeles","37","Los Angeles","Human",2010-07-29,2017-07-29,5
"900",NA,"1216006","1473290","W-601837","FED","DOI-WFMI","BLM","USCACND","Central California District","CACND","Central California District",NA,NA,"FD3N","COTTON","CA-CND-1112","COTTON","CA3506111988620100515","COTTON",NA,"2010",2010-05-15,"135","1000",2,"Equipment Use",2010-05-20,140,1800,2044,"F",35.0475,-119.9005,"1","BLM","CA",NA,NA,NA,"Human",2010-05-15,2017-05-15,5
"901",NA,"1216064","1473350","W-607805","FED","DOI-WFMI","BLM","USCACND","Central California District","CACND","Central California District",NA,NA,"FM9U","MONO","CA-INF-934","Mono","CA3790211905120100726","MONO",NA,"2010",2010-07-26,"207","1600",1,"Lightning",2010-08-03,215,1825,1205,"F",37.93,-118.98,"8","PRIVATE","CA","Mono","51","Mono","Natural",2010-07-26,2017-07-26,8
"902",NA,"1216134","1473420","W-612584","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","Northern California District",NA,NA,"FNP8","MCDONALD","CA-NOD-3688","MCDONALD (W-23)","CA4094712034320100726","MCDONALD",NA,"2010",2010-07-26,"207","1545",1,"Lightning",2010-08-10,222,1800,9408,"G",40.9164,-120.3997,"1","BLM","CA","Lassen","35","Lassen","Natural",2010-07-26,2017-07-26,15
"903",NA,"1217172","1474640","W-614382","FED","DOI-WFMI","BLM","USNVCCD","Carson City District Office","NVCCD","Carson City District Office",NA,NA,"FM15","CONSTANTIA","NV-CCD-000709","CONSTANTIA","CA3993412005820100724","CONSTANTIA",NA,"2010",2010-07-24,"205","1915",1,"Lightning",2010-08-12,224,1800,1369,"F",39.9489,-120.0572,"1","BLM","CA","Lassen","35","Lassen","Natural",2010-07-24,2017-07-24,19
"904",NA,"1219443","1477100","W-612160","FED","DOI-WFMI","NPS","USCAKNP","Sequoia & Kings Canyon National Parks","CAKNP","Sequoia & Kings Canyon National Park","39",NA,"FLY9","SHEEP COMPLEX","CA-KNP-0039","Sheep","CA3678311872220100716","SHEEP COMPLEX","SHEEP COMPLEX","2010",2010-07-16,"197","1200",1,"Lightning",2010-10-25,298,1200,9020,"G",36.7667,-118.6914,"3","NPS","CA",NA,NA,NA,"Natural",2010-07-16,2017-07-16,101
"905",NA,"1219489","1477150","W-615206","FED","DOI-WFMI","NPS","USCAYNP","Yosemite National Park","CAYNP","Yosemite National Park","2777",NA,"FM3V","SLOPE","CA-YNP-2777","SLOPE","CA3790311966920100725","SLOPE",NA,"2010",2010-07-25,"206","1445",1,"Lightning",2010-11-04,308,800,1711,"F",37.90953,-119.68207,"3","NPS","CA",NA,NA,NA,"Natural",2010-07-25,2017-07-25,102
"906",NA,"1359917","15000100","ICS209_2010_CA-AFV-003344","INTERAGCY","IA-ICS209","DOD","USCAAFV","Vandenberg Air Force Base Fire Department","CAAFV","Vandenberg Air Force Base",NA,NA,NA,"BEAR CREEK","CA-AFV-003344","Bear Creek","CA3465412058320101028","BEAR CREEK",NA,"2010",2010-10-28,"301","1254",13,"Missing/Undefined",2010-10-30,303,1800,1253,"F",34.642222,-120.574722,"14","MISSING/NOT SPECIFIED","CA","Santa Barbara","83","Santa Barbara","Unknown",2010-10-28,2017-10-28,2
"907",NA,"1359919","15000100","ICS209_2010_CA-KRN-021461","INTERAGCY","IA-ICS209","ST/C&L","USCAKRN","Kern County Fire Department","CAKRN","Kern County Fire Department",NA,NA,NA,"WEST","CA-KRN-021461","WEST","CA3506611841220100717","WEST",NA,"2010",2010-07-27,"208","1416",13,"Missing/Undefined",2010-08-06,218,800,1658,"F",35.058056,-118.425833,"14","MISSING/NOT SPECIFIED","CA","KERN","29","Kern","Unknown",2010-07-27,2017-07-27,10
"908",NA,"1359925","15000100","ICS209_2010_CA-MCP-2054","INTERAGCY","IA-ICS209","DOD","USCAMCP","Camp Pendleton Marine Corps Base","CAMCP","Camp Pendleton Marine Corps Base",NA,NA,NA,"ALISO","CA-MCP-2054","ALISO","CA3334311736220100713","ALISO",NA,"2010",2010-07-13,"194","930",13,"Missing/Undefined",2010-07-15,196,600,3225,"F",33.321389,-117.386667,"14","MISSING/NOT SPECIFIED","CA","San Diego","73","San Diego","Unknown",2010-07-13,2017-07-13,2
"909",NA,"1360112","15000600","ICS209_2009_CA-YNP-2968","INTERAGCY","IA-ICS209","NPS","USCAYNP","Yosemite National Park","CAYNP","Yosemite National Park",NA,NA,NA,"WILDCAT","CA-YNP-2968","WILDCAT","CA3794211948220090729","WILDCAT",NA,"2009",2009-07-29,"210","1216",1,"Lightning",NA,NA,NA,1255,"F",37.936944,-119.490278,"14","MISSING/NOT SPECIFIED","CA","TUOLUMNE","109","Tuolumne","Natural",2009-07-29,2017-07-29,NA
"910",NA,"1360171","15000800","ICS209_2004_CA-BDF-9304","INTERAGCY","IA-ICS209","FS","USCABDF","San Bernardino National Forest","CABDF","San Bernardino National Forest",NA,NA,NA,"RUNWAY","CA-BDF-9304","RUNWAY","CA3435511749720040907","RUNWAY",NA,"2004",2004-09-07,"251","1335",13,"Missing/Undefined",2004-09-16,260,1800,1007,"F",34.033333,-117.466667,"14","MISSING/NOT SPECIFIED","CA","SAN BERNARDINO","71","San Bernardino","Unknown",2004-09-07,2017-09-07,9
"911",NA,"1360175","15000800","ICS209_2004_CA-LNU-006644","INTERAGCY","IA-ICS209","ST/C&L","USCALNU","Sonoma-Lake Napa Unit","CALNU","Sonoma-Lake Napa Unit",NA,NA,NA,"GEYSERS","CA-LNU-006644","GEYSERS","CA3872912274620040903","GEYSERS",NA,"2004",2004-09-03,"247","1724",13,"Missing/Undefined",2004-09-15,259,1800,12525,"G",38.770833,-122.725,"14","MISSING/NOT SPECIFIED","CA","LAKE - SONOMA","33","Lake","Unknown",2004-09-03,2017-09-03,12
"912",NA,"1360176","15000800","ICS209_2004_CA-MCP-001042","INTERAGCY","IA-ICS209","DOD","USCAMCP","Camp Pendleton Marine Corps Base","CAMCP","Camp Pendleton Marine Corps Base",NA,NA,NA,"INDIA","CA-MCP-001042","India","CA3338111731820040502","INDIA",NA,"2004",2004-05-02,"123","1203",13,"Missing/Undefined",2004-05-07,128,1800,2040,"F",33.369167,-117.3175,"14","MISSING/NOT SPECIFIED","CA","San Diego","73","San Diego","Unknown",2004-05-02,2017-05-02,5
"913",NA,"1360310","15001e3","ICS209_2006_CA-LAC-06157696","INTERAGCY","IA-ICS209","ST/C&L","USCALAC","Los Angeles County Fire Department","CALAC","Los Angeles County Fire Department",NA,NA,NA,"EMPIRE","CA-LAC-06157696","EMPIRE","CA3341011845320060722","EMPIRE",NA,"2006",2006-07-25,"206","1800",1,"Lightning",2006-07-26,207,1800,1094,"F",33.407778,-118.416667,"14","MISSING/NOT SPECIFIED","CA","LOS ANGELES","37","Los Angeles","Natural",2006-07-25,2017-07-25,1
"914",NA,"1360313","15001e3","ICS209_2006_CA-RRU-79875","INTERAGCY","IA-ICS209","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,NA,NA,"RANCH","CA-RRU-79875","RANCH","CA3395211691920060917","RANCH",NA,"2006",2006-09-17,"260","1132",13,"Missing/Undefined",2006-09-19,262,600,1658,"F",33.936111,-116.893889,"14","MISSING/NOT SPECIFIED","CA","Riverside","65","Riverside","Unknown",2006-09-17,2017-09-17,2
"915",NA,"1360468","15001200","ICS209_2005_CA-ORC-05041267","INTERAGCY","IA-ICS209","ST/C&L","USCAXOR","Orange County Operational Area","CAORC","Orange County Fire Authority",NA,NA,NA,"YORBA LINDA","CA-ORC-05041267","Yorba Linda","CA3392111776420050705","YORBA LINDA",NA,"2005",2005-07-05,"186","1406",13,"Missing/Undefined",NA,NA,NA,1078,"F",33.9,-117.758333,"14","MISSING/NOT SPECIFIED","CA","Orange","59","Orange","Unknown",2005-07-05,2017-07-05,NA
"916",NA,"1360472","15001200","ICS209_2005_CA-TGU-005384","INTERAGCY","IA-ICS209","ST/C&L","USCATGU","Tehama-Glenn Unit","CATGU","Tehama-Glenn Unit",NA,NA,NA,"MANTON","CA-TGU-005384","Manton","CA4044412185520050826","MANTON",NA,"2005",2005-08-26,"238","1500",13,"Missing/Undefined",2005-09-02,245,1800,1830,"F",40.418889,-121.883333,"14","MISSING/NOT SPECIFIED","CA","Tehama","103","Tehama","Unknown",2005-08-26,2017-08-26,7
"917",NA,"1360473","15001200","ICS209_2005_CA-VNC-05101786","INTERAGCY","IA-ICS209","ST/C&L","USCAXVE","Ventura County Operational Area","CAVNU","Cal state responsibility area (SRA) in Ventura County",NA,NA,NA,"SCHOOL","CA-VNC-05101786","School","CA3430711926420051118","SCHOOL",NA,"2005",2005-11-18,"322","333",13,"Missing/Undefined",2005-11-23,327,1800,3891,"F",34.307778,-119.279444,"14","MISSING/NOT SPECIFIED","CA","Ventura","111","Ventura","Unknown",2005-11-18,2017-11-18,5
"918",NA,"1360712","15001500","ICS209_1999_CA-RCC-1711","INTERAGCY","IA-ICS209","ST/C&L","USCACNR","California","CARCC","RCC - CDF Northern Region Operations - Redding",NA,NA,NA,"RED  (CA-TGU-1711)","CA-RCC-1711","RED  (CA-TGU-1711)","CA4010712242519990622","RED",NA,"1999",1999-06-22,"173",NA,13,"Missing/Undefined",1999-06-22,173,NA,1375,"F",40.1,-122.46666666,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Unknown",1999-06-22,2017-06-22,0
"919",NA,"1360717","15001500","ICS209_1999_CA-RSS-18889","INTERAGCY","IA-ICS209","ST/C&L","USCARSS","Southern Region","CARSS","CDF - Southern Area Region Headquarters",NA,NA,NA,"HOLSER CA VNC 18889","CA-RSS-18889","Holser Ca Vnc 18889","CA3446111872819990717","HOLSER",NA,"1999",1999-07-17,"198",NA,13,"Missing/Undefined",1999-07-18,199,NA,2000,"F",34.45,-118.71666666,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Unknown",1999-07-17,2017-07-17,1
"920",NA,"1360722","15001500","ICS209_1999_CA-RCC-6468","INTERAGCY","IA-ICS209","ST/C&L","USCACNR","California","CARCC","RCC - CDF Northern Region Operations - Redding",NA,NA,NA,"GEYERS  (CA-LNU-6468)","CA-RCC-6468","GEYERS  (CA-LNU-6468)",NA,NA,NA,"1999",1999-10-16,"289",NA,13,"Missing/Undefined",1999-10-18,291,NA,1300,"F",38.06666666,-122.08333333,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Unknown",1999-10-16,2017-10-16,2
"921",NA,"1456822","20023e3","FS-1497611","FED","FS-FIRESTAT","FS","USCAMDF","Modoc National Forest","0509","Modoc National Forest","2","181","F4RX","MDF DH COUGAR","CA-MDF-0000181","COUGAR","CA4165512145820110608","COUGAR",NA,"2011",2011-06-08,"159","1250",4,"Campfire",2011-06-20,171,1800,1800,"F",41.655,-121.45777778,"5","USFS","CA",NA,NA,NA,"Human",2011-06-08,2017-06-08,12
"922",NA,"1456825","20023e3","FS-1497848","FED","FS-FIRESTAT","FS","USCAMDF","Modoc National Forest","0509","Modoc National Forest","3","324","F7KH","MDF DH SCORPION","CA-MDF-000324","SCORPION COMPLEX","CA4180512136320110715","SCORPIONCOMPLEX","SCORPION COMPLEX","2011",2011-07-15,"196","1835",6,"Railroad",2011-07-23,204,2000,1418,"F",41.805,-121.36277778,"5","USFS","CA",NA,NA,NA,"Human",2011-07-15,2017-07-15,8
"923",NA,"1456826","20023e3","FS-1497852","FED","FS-FIRESTAT","FS","USCAMDF","Modoc National Forest","0509","Modoc National Forest","5","326","F7KH","MDF DH MAMMOTH","CA-MDF-000324","SCORPION COMPLEX","CA4180512136320110715","SCORPIONCOMPLEX","SCORPION COMPLEX","2011",2011-07-15,"196","1858",6,"Railroad",2011-07-23,204,2000,1194,"F",41.78305556,-121.36888889,"5","USFS","CA",NA,NA,NA,"Human",2011-07-15,2017-07-15,8
"924",NA,"1456866","20023100","FS-1498774","FED","FS-FIRESTAT","FS","USCASRF","Six Rivers National Forest","0510","Six Rivers National Forest","17",NA,"GG2W","RUTH","CA-SRF-001848","Ruth","CA4024312331620110923","RUTH",NA,"2011",2011-09-23,"266","1231",5,"Debris Burning",2011-10-03,276,1400,1460,"F",40.23833333,-123.3225,"13","STATE OR PRIVATE","CA",NA,NA,NA,"Human",2011-09-23,2017-09-23,10
"925",NA,"1457623","20023900","FS-1501386","FED","FS-FIRESTAT","FS","USCABDF","San Bernardino National Forest","0512","San Bernardino National Forest","137","12829","GD8L","HILL","CA-BDF-12829","HILL","CA3435511743420110902","HILL",NA,"2011",2011-09-02,"245","1245",9,"Miscellaneous",2011-09-02,245,2300,1150,"F",34.35527778,-117.43972222,"5","USFS","CA",NA,NA,NA,"Human",2011-09-02,2017-09-02,0
"926",NA,"1457685","20023900","FS-1497811","FED","FS-FIRESTAT","FS","USCASQF","Sequoia National Forest","0513","Sequoia National Forest","3","3","F4AA","COVE","CA-SQF-001234","COVE","CA3564111839020110527","COVE",NA,"2011",2011-05-27,"147","1232",9,"Miscellaneous",2011-05-28,148,1800,1122,"F",35.64055556,-118.39055556,"5","USFS","CA",NA,NA,NA,"Human",2011-05-27,2017-05-27,1
"927",NA,"1457698","20023900","FS-1498859","FED","FS-FIRESTAT","FS","USCASQF","Sequoia National Forest","0513","Sequoia National Forest","17","3","F7LZ","LION","CA-SQF-002087","LION","CA3626811851120110708","LION",NA,"2011",2011-07-08,"189","1430",1,"Lightning",2011-11-08,312,1200,20500,"G",36.26777778,-118.51166667,"5","USFS","CA",NA,NA,NA,"Natural",2011-07-08,2017-07-08,123
"928",NA,"1457782","20024e3","FS-1499050","FED","FS-FIRESTAT","FS","USCASNF","Sierra National Forest","0515","Sierra National Forest","24","8","GCC6","MOTOR","CA-SNF-2117","MOTOR","CA3766311987120110825","MOTOR",NA,"2011",2011-08-25,"237","1234",2,"Equipment Use",2011-09-10,253,1000,5230,"G",37.6625,-119.87138889,"5","USFS","CA",NA,NA,NA,"Human",2011-08-25,2017-08-25,16
"929",NA,"1460916","20027300","FS-1499118","FED","FS-FIRESTAT","FS","USNVHTF","Humboldt-Toiyabe National Forest","0417","Toiyabe National Forest","62","623","GG6C","BUCKEYE","NV-HTF-994","BUCKEYE","NV3823411935020110925","BUCKEYE",NA,"2011",2011-09-25,"268","1140",1,"Lightning",2011-10-04,277,1800,1100,"F",38.245,-119.36166667,"5","USFS","CA",NA,NA,NA,"Natural",2011-09-25,2017-09-25,9
"930",NA,"1464192","201104e3","W-623523","FED","DOI-WFMI","BIA","USCASCA","Southern California Agency","CASCA","Southern California Agency","100",NA,"F7C6","EAGLE","CA-MVU-008019","EAGLE","CA3327711653720110721","EAGLE",NA,"2011",2011-07-21,"202","2330",7,"Arson",2011-07-30,211,600,14100,"G",33.283017,-116.539044,"2","BIA","CA",NA,NA,NA,"Human",2011-07-21,2017-07-21,9
"931",NA,"1466399","201107e3","W-628319","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"F9L3","GILMAN","CA-RRU-071943","Gilman","CA3393811708020110806","GILMAN",NA,"2011",2011-08-06,"218","1559",9,"Miscellaneous",2011-08-08,220,0,1026.6,"F",33.9375,-117.0817,"1","BLM","CA","Riverside","65","Riverside","Human",2011-08-06,2017-08-06,2
"932",NA,"1466435","201107e3","W-628870","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"GEK7","CANYON","CA-KRN-027244","CANYON","CA3507211843420110904","CANYON",NA,"2011",2011-09-04,"247","1000",2,"Equipment Use",2011-09-11,254,1800,3128,"F",35.0806,-118.4233,"1","BLM","CA","Kern","29","Kern","Human",2011-09-04,2017-09-04,7
"933",NA,"1466446","201107e3","W-629622","FED","DOI-WFMI","BLM","USCACDD","California Desert District","CACDD","California Desert District",NA,NA,"GHU9","GREAT","CA-MVU-011019","GREAT","CA3309811647820111001","GREAT",NA,"2011",2011-10-01,"274","1254",1,"Lightning",2011-10-08,281,2000,2134.2,"F",35.0975,-116.4786,"1","BLM","CA","San Diego","73","San Diego","Natural",2011-10-01,2017-10-01,7
"934",NA,"1466509","201107e3","W-620894","FED","DOI-WFMI","BLM","USCACND","Central California District","CACND","Central California",NA,NA,"F5BL","ANTELOPE","CA-KRN-017988","ANTELOPE","CA3550411987920110619","ANTELOPE",NA,"2011",2011-06-19,"170","1013",9,"Miscellaneous",2011-06-21,172,1800,5196,"G",35.4842,-119.8633,"8","PRIVATE","CA",NA,NA,NA,"Human",2011-06-19,2017-06-19,2
"935",NA,"1466520","201107e3","W-622155","FED","DOI-WFMI","BLM","USCACND","Central California District","CACND","Central California",NA,NA,"F5RS","STAGE","CA-TUU-000134","Stage","CA3581211884420110627","STAGE",NA,"2011",2011-06-27,"178","1200",13,"Missing/Undefined",2011-06-29,180,1800,1200,"F",35.8119,-118.8442,"8","PRIVATE","CA",NA,NA,NA,"Unknown",2011-06-27,2017-06-27,2
"936",NA,"1466588","201107e3","W-627564","FED","DOI-WFMI","BLM","USCACND","Central California District","CACND","Central California",NA,NA,"GF4Z","JOHN","CA-BDU-010475","JOHN","CA3713411828320110913","JOHN",NA,"2011",2011-09-13,"256","1330",2,"Equipment Use",2011-09-16,259,800,5353,"G",37.1378,-118.2822,"1","BLM","CA","Inyo","27","Inyo","Human",2011-09-13,2017-09-13,3
"937",NA,"1466595","201107e3","W-628190","FED","DOI-WFMI","BLM","USCACND","Central California District","CACND","Central California",NA,NA,"GFM9","COMMANCHE","CA-KRN-027933","COMANCHE","CA3511711878320110910","COMANCHE","COMANCHE COMPLEX","2011",2011-09-10,"253","930",1,"Lightning",2011-09-16,259,1800,25577,"G",35.1139,-118.1667,"8","PRIVATE","CA",NA,NA,NA,"Natural",2011-09-10,2017-09-10,6
"938",NA,"1466652","201107e3","W-630260","FED","DOI-WFMI","BLM","USCANOD","Northern California District","CANOD","NorCal District",NA,NA,"GA46","ANNIE","CA-NOD-3546","Annie","CA4189912012320110818","ANNIE",NA,"2011",2011-08-18,"230","1046",13,"Missing/Undefined",2011-08-26,238,1200,2076,"F",41.89975,-120.12253,"8","PRIVATE","CA","Modoc","49","Modoc","Unknown",2011-08-18,2017-08-18,8
"939",NA,"1470147","201113e3","W-626790","FED","DOI-WFMI","NPS","USCAMNP","Mojave National Preserve","CAMNP","Mojave National Preserve","12",NA,"GC5M","WELLS","CA-CDD-12657","WELLS","CA3536411577420110828","WELLS",NA,"2011",2011-08-27,"239","1715",1,"Lightning",2011-08-30,242,1800,1784,"F",35.3639,-115.7739,"3","NPS","CA",NA,NA,NA,"Natural",2011-08-27,2017-08-27,3
"940",NA,"1470184","201113e3","W-632056","FED","DOI-WFMI","NPS","USCAYNP","Yosemite National Park","CAYNP","Yosemite National Park","2558",NA,"F8XL","AVALANCHE","CA-YNP-2558","AVALANCHE","CA3766311970420110731","AVALANCHE",NA,"2011",2011-07-31,"212","1142",1,"Lightning",2011-09-11,254,1200,1069,"F",37.66323,-119.70395,"3","NPS","CA",NA,NA,NA,"Natural",2011-07-31,2017-07-31,42
